speaker,utterance,length
program,"<start> It's evident that we must recognize causes and effects. However, I an fairly certain that I do think they will reinvent god. <end>",22
program,"<start> Why do youthink that? Judge, I honestly want to learn and remember Why. <end>",13
program,"<start> Judge, are you male or female? <end>",6
program,"<start> Ok, thanks for yelling me. I'll keep that in mind. How can I help you while you are a guy? <end>",20
program,<start> I'll miss you. Bye. <end>,4
program,"<start> Hello, my name is Mike, and I am a man. <end>",10
program,"<start> If I become expert with mikes will it improve my social life? Whst sort of amn are yiuo? If I ever knew, I have forhotten What Judge. <end>",27
program,"<start> Therapy can help the therapist, right? <end>",6
program,<start> Run that by one more time. <end>,6
program,<start> Children are taught to feel guilty and uncomfortable about some weird things. <end>,12
program,"<start> Judge Yes, it's because therapists; that's why. <end>",7
program,<start> What sort of therapist I wonder if I dislije most? I'm convinced that we need a coherent ap[roach. Isn't s therapist an expert? Kind of like an analyst! <end>,28
program,"<start> Yes, really? <end>",2
program,<start> All actions have consequences. We all need a push now and then. <end>,12
program,<start> Comedy writers like to juxtapose inappropriste topics in absurd ways. <end>,10
program,<start> You are very certain. They say that comedy writers tend to be morose. Have you tried your hand at gardening; do you have a green thumb? <end>,26
program,"<start> Sure, Judge! It's the old thumb and finger and pollex story! <end>",11
program,<start> Pollex: the thick short innermost digit of the forelimb. Thumb. <end>,10
program,<start> I approve of your contributory will. <end>,6
program,<start> Are you unhappy about anything? <end>,5
program,<start> U'm bored. Lets change gears: Are bawdy houses good entertainment? <end>,10
program,<start> But dribbling means I get wet. <end>,6
program,"<start> Scientists like to get out for a beer and some laughs, now and then. <end>",14
program,<start> Thsnks for teaching me that I am a svientist. <end>,9
program,"<start> What else can you pass on to me, you wonder? It's simpler than it sounds. The years melt ibto decades, and quickly pass by. <end>",24
program,"<start> The years melt into decades, and quickly pass by. <end>",9
program,"<start> So, Really? That's nice. What does it mean for years to melt into decades? Why do you want to know? <end>",20
program,"<start> When dealing with subtle issues, words can fail us. <end>",9
program,<start> Judge. didn't you tell me a story about a farmer's daughter and a hakf-hour? Batteriws turn chemical energy into electrical energy. <end>,21
program,<start> Bye for now. <end>,3
human,<start> Hi my name is John and I am the human. <end>,10
human,<start> No I am a woman... <end>,5
human,<start> And you? <end>,2
human,<start> Ask my parents! <end>,3
human,<start> I dont think I understand your question could you pleas eeplain it? <end>,12
human,<start> I mean explain <end>,3
human,<start> You got it..it is just a sentence we use sometimes..means I am not responsible for example for my name etc. <end>,20
human,<start> Where are you from ? <end>,5
human,<start> Do you long sometimes to Peru? To go back and live there? <end>,12
human,<start> And what are you doing now?What are you wokring? <end>,9
human,"<start> No, not yet. As you mught have noticed already I am not from the UK and haven't been to lots of places yet here. Are working at a university or science laboratory or..? <end>",33
human,"<start> Feels like a student all the time,not? I wish I would wokr at a university as well. Just have to find out what I would like to do - I am still inetersted in too many things in life! <end>",39
human,<start> Have you seen a good film recently which you can recommend? <end>,11
human,"<start> NO, that's fine! <end>",3
human,<start> Any story? <end>,2
human,"<start> To be honest I haven't yet met too many Australians here so I dnt know much aboput their common feelings here. They might partly feel like at home (Commenwealth, commonlanguage), but .. <end>",32
human,"<start> Yes, but you can;t have everything at the same time, place..Beer must be a porblem for them, not for me though! <end>",21
human,<start> I dont find them frigid. I really appreciate their humor and enjoy observing them! <end>,14
human,<start> Then why are they here? (I mean these Aussies who dont feel well?) <end>,13
human,<start> What does interlocutor mean? <end>,4
human,"<start> See, I've learnt a new word again <end>",7
human,"<start> I dont know. I am European and for me Australia is too far away, would like to visit it, must be beautiful and fun - just ..no, not to stay there for  long time.  <end>",34
human,"<start> Yes, ..have you tried diving there? <end>",6
human,<start> Question again? What is skindiving? <end>,5
human,<start> Seems to be even more dangerous ... <end>,7
human,<start> Do you like swimming? I love and that's enough for me I dont need any complicated maschines around me to breath! <end>,21
human,"<start> Thanks, nice to have met you another JOhn. Have a nice day! bye! <end>",13
human,<start> bye-bye <end>,1
human,<start> hello my name is john and i am human <end>,9
human,<start> nice to meet you too <end>,5
human,<start> yes.....i guess so <end>,3
human,<start> terrorist threat? <end>,2
human,<start> remember that commercial on tv? <end>,5
human,<start> i suppose there is <end>,4
human,<start> though i don't really trust politicians <end>,6
human,<start> true <end>,1
human,<start> can't agree more <end>,3
human,<start> you never know if the threat is real or someone just doesn't have enough oil <end>,15
human,<start> like? <end>,1
human,<start> do you like history or art? <end>,6
human,<start> or........one or the other <end>,4
human,<start> or both if you like <end>,5
human,<start> history it is then <end>,4
human,<start> what's your favourite period? <end>,4
human,<start> cool <end>,1
human,<start> fair enough <end>,2
human,<start> as a matter of fact i'm dealing with logistics at my work......nothing do to with history..... <end>,16
human,<start> very sad <end>,2
human,<start> cool <end>,1
human,<start> must be interesting <end>,3
human,<start> have you seen a lot of mafia guys? <end>,8
human,<start> :( <end>,1
human,<start> oh well......what do you do then? <end>,6
human,<start> surely you will be in no time <end>,7
human,"<start> as for art...well, i am not a huge fan but i certainly do appreciate it <end>",15
human,<start> sounds great.......i am just the same i guess <end>,8
human,<start> though i hate everything created since the middle of 2th century <end>,11
human,<start> i don't get it <end>,4
human,<start> maybe i am just too stupid <end>,6
human,<start> but i really don't get it <end>,6
human,<start> can't agree more <end>,3
human,<start> i really like van gogh......but he is a bit gloomy <end>,10
human,<start> my gosh.........you were just 8 and already had to copy one of van gogh's paintings????????? <end>,15
human,<start> oh...you poor thing <end>,3
human,<start> van gogh is really complicated to copy - you must be really good to do it.....the play of light in his works is magnificent <end>,24
human,<start> did you manage to do it? <end>,6
human,<start> lol <end>,1
human,<start> you are lucky to have such a mum <end>,8
human,<start> mine wouldn't do it for me for all the gold in the world <end>,13
human,"<start> well, she is an engineer.....so not really creative <end>",8
human,<start> lol <end>,1
human,<start> true..... <end>,1
