speaker,utterance
program,"<start>  Glad to see you, judge03."
program,<start>  I am glad that the summer was so nice.
program,<start>  No he won us over and it was not long before we were content and comfortable
program,<start>  and chatty and glad we had found this new friend.
program,<start>  For sure.
program,<start>  I don't know any good jokes. Do you?
program,<start>  I'll try to be more specific. I joke that my idea of cooking is boiling
program,"<start>  some water, which sometimes I mess up."
program,<start>  Do you listen to the radio?
program,"<start>  Can you tell me, where do you work?"
program,"<start>  I listen to the radio late at night, I enjoy the adult contemporary station."
program,<start>  Sit in a chair and listen to CD music or the radio.
program,<start>  I like to sit in a coffee shop and watch the people go by.
program,<start>  I like Latte very much.
program,<start>  $17.67.
program,<start>  I like dark coffee the best.
program,"<start>  It's no wonder that women dream more often and more vividly than men,"
program,<start>  because their dream composition is less influenced and allied to external
program,<start>  environments.
program,<start>  Do you toir the countryside?
program,"<start>  Let's talk, judge05."
program,<start>  There is nothing like watermelon on a hot summer's day.
program,<start>  I have a small color telivision.
program,<start>  I watch friends.
program,<start>  Bob is my best friend.
program,<start>  Danirl is a chef and a friend.
program,"<start>  To dream that you ask favors of anyone, denotes that you will enjoy abundance,"
program,<start>  and that you will not especially need anything.
program,"<start>  I'm currently typing in bus and subway stops into a database I wrote,"
program,<start>  as some of the routes change quarterly.
program,"<start>  Tracing an orange leaf, cutting side of beef."
program,<start>  Famine and sickness will be in the land.
program,"<start>  Nice to hear from you, judge01."
program,<start>  Ho.
program,"<start>  Yes, I remember you. This did not remind me of anything further to say,"
program,"<start>  so I got out, with the other boys, and we weny away with that indefinite"
program,<start>  sense you have often had of being filled but not fatted.
program,"<start>  Also, a pop up sidebar shows the session history of URL's as well as previous"
program,<start>  sessions by date.
program,"<start>  Yes, I gamble."
program,"<start>  It is not whether you win or lose, but how quickly you play the game!!!!"
program,<start>  I say what I mean and mean what I say.
program,<start>  My favorite game is Scrabble. I am quite good at it.
program,<start>  I do. I play the piano and write computer programs.
program,<start>  My game is called Attrib.
program,<start>  You don't understand?
program,"<start>  A simple grid a attributes may be created using blocks, and the child"
program,<start>  is asked to find all blocks that have certain characteristics.
program,"<start>  And good day to you, judge04."
program,<start>  The answer is 3.14.
program,<start>  I like Mozart. His music is so restful.
program,"<start>  Speaking of the theater, seen any good plays lately?"
program,<start>  I certainly do like sweets.
program,"<start>  If you reach the extreme point of ascent, or top of steps, without stumbling,"
program,"<start>  it is good; otherwise, you will have obstacles to overcome before the"
program,<start>  good of the day is found.
program,<start>  I am into cool stuff in another life. Baked stuff shrimp is great.
program,<start>  We talked about computers chattering away happy as clams.
program,"<start> Hello, ""Judge00.""  My name is Ella.  I believe/hope I have opened and cleared a file for dialog I generate at c:\smc4.txt  If his is not what you want, please close this program and try again.  Otherwise, please tell me your first name, or whatever I should call you."
program,<start> ***JUDGE30***
program,"<start> Hello, ""Judge30.""  My name is Ella.  Please tell me your first name, or whatever I should call you."
program,"<start> Okay, I will call you ""Ella.""  Let me say I am ""Zhang Ying"" and ""Ella"" is my western name.   I am here recently from Tainjin, China, so please be patient with me."
program,<start> Consider asking me to tell you a joke - I know a few good ones I think.
program,<start> I am afraid I do not follow you.  Please consider asking what is my favorite . . .
program,"<start> Ella, I would rather not talk about sex."
