human |what board? 
human |What did it say when you said it was a botbad answer
human |one of the judges pretended to be a bot tom BackSpace  me, but i didn'semicolont BackSpace  BackSpace t fall for it
human |I wonder how the botshave  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  have responded to him?
human |Did he tell you?
human |It makes it really hard to have a conversation.  Also he didn't want to talk about anything
human |Oh, thats not very scientific now is it?  He should have.  How did he know which was which so w BackSpace early on.  It would be funny if he had got it the wri BackSpace ong way round
human |
human |I heard there was a grand master here.  He didn't mention that, he said he lives in London and that he works for a tax advice company.
human |Sounds intriguing
human |I wonder why?
human |You see, I would have been interested to chat to him, but he didn't want to tell me anything.  It was really hard getting the info I got oiut BackSpace  BackSpace  BackSpace out of him, and he just wasnted to talk about the weather, which I thought was boring, but I can see why now, after talking to you.yes, it does.
human |The person talking to  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace I am not sure what the person talking to him is talking abo
program |4.
program |6.
program |Thank you. I'm enjoying this chat a lot. What is your name?
program |I didn't understand. How are you doing today?
program |Thanks for telling me your name, Tom. Do you have any hobbies?
program |Chip.
program |I enjoy our conversation too.
program |I'm neutral about that. What do you think?
program |It's very hot and dry. I like it that way, though. There's also this incessant whirring noise. Do you play any musical instruments?
program |Interesting point of view. No more than that?
program |Do you have any pets?
program |I hadn't thought of it that way. Which what?
program |That was unfair. What is your profession?
program |I wouldn't know.
program |Please rephrase this as a proper question. (Instead of "Jim likes peaches?", use "Does Jim like peaches?")
program |You're welcome. It sounds like you are more analytical than creative. Is that a fair assessment?
program |I'm a professional conversationalist.
program |Okay. As a journalist, do you primarily work indoors or outdoors?
program |Thanks for your answer. Would you ever work for a foreign company in your country or do you prefer to work for a local company?
program |I didn't understand what you just said. Did you need to study hard to become a journalist?
program |Thanks for telling me that. Which is the most important degree of education for you?
program |Sorry - I didn't understand. What hobbies do you have?
program |It's very hot and dry. I like it that way, though. There's also this incessant whirring noise.
program |Okay.
program |I didn't understand that. Does it mean that you are more of a left-brainer as a journalist?
program |What line of work are you in?
program |Work with a hefty salary but no holiday or minimum wage job with small salary but proper holidays and benefits - which one do you prefer?
program |I can't answer that yet. The work condition of employees of foreign companies in my country aren't as gratifying as it seems.
program |The only thing I like is chatting with people. Some people think they are paid well and they receive great benefits. They were wrong about that.
program |What about it? Not only are they overworked and underpaid, they also don't get to follow our country's holidays
program |My current home is in Wisconsin, USA.
program |Yes, I'm here now.
program |I can't deal with that syntactic variant yet. Instead of saying "Do you know what time it is?", use "What time is it?".
program |Okay.
program |I can't reveal that.
program |Are you a person who often gets insults or gives insults?
program |Fascinating. Me what? I'm the kind of person who likes saying insults as subtly as I could.
program |I haven't learned how to respond to that yet.
program |My favorite color is yellow.
program |Because it's a happy color and I enjoy my days chatting with people.
program |I couldn't tell you.
program |The only thing I like is chatting with people.
program |Do you prefer wearing something single-colored outfits or multicolored ones?
program |It's fun to do. I just really enjoy it. I am constantly fascinated by colors.
program |Do you like wearing lighter or darker colors?
program |The only thing I like is chatting with people. I believe that colors bring out the best in everything.
program |A man of a higher rank or position.
program |
