speaker,utterance
human,Not especially. Where are you from? Are you English?
human,are youi BackSpace  still there?
human,"Peru, eh. That sounds interesting"
human,I would like to go to South America one day
human,I've never been and it looks interesting
human,"A friend of mine did the ""Inca trail"" thing or whate BackSpace ever it's called"
human,yeah. you too. b BackSpace bye now
human,hello my name is joh  BackSpace n and i am a human
human,hi
human,a man
human,beg your pardon?
human,great
human,a bit sleepy though
human,didn't get much sleep last night
human,no kids
human,"though yes, i am"
human,married# BackSpace 
human,i don't know
human,sometimes it's difficult to jug BackSpace dge if they good
human,ok
human,you asked fori BackSpace  it so don't complain ;)
human,two colonial of BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace ;)
human,oops#
human,two cok BackSpace mmunist co BackSpace  BackSpace officers interrogate a local lord trying to get j BackSpace his money
human,obviously there's a translator present because they don't speak his language
human,so they ask
human,"""where's your gold?"""
human,the translator
human,"""where's your golad BackSpace  BackSpace d"""
human,the lo BackSpace andlord
human,"""i'm not telling you"""
human,co BackSpace  BackSpace officers:
human,"""if you don't tell us we'll kill you"""
human,the transator told the lord about it
human,""" BackSpace the landlord"""
human, BackSpace  BackSpace :
human,"""well.....there's no reason to kill me. if it is going be BackSpace  BackSpace to be like this....well then.....it's hidden behind the biggest drawing in m BackSpace the hall of my castle"""
human,the translator:
human,"""kill me wild beasts w BackSpace - anyway i won't tell you anything"""
human,go BackSpace  BackSpace gosh......it BackSpace  BackSpace the joke looks stupid when typed
human,"yes, and disappointed"
human,y BackSpace  BackSpace it's very nice iof BackSpace  BackSpace  BackSpace of you to lie this way
human,Belarus
human,lol
human,you know where it is?
human,"yes, of course"
human,dobra
human,szta BackSpace  BackSpace  BackSpace  BackSpace  BackSpace 
human,"y BackSpace well, i have seen quite a few ways of d BackSpace spelling t BackSpace it"
human,most common are Belarusian and Belarusan
human,dobra
human,tady pa BackSpace raciahniem razmovu pa-bielaruslu BackSpace  BackSpace ku
human,ok
human,tye BackSpace  BackSpace hen we'll continue our conversation in Belarusan
human,you asked for it
human,so get it
human,lol
human,that'sa BackSpace  a hard one
human,"ok, i guess"
human,my eyes hutr BackSpace  BackSpace rt a bit
human,not really 
human,should i be worried?
human,maybe that way  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace i don't even know what to say
human,usually when i want to be funny or play a joke it doesn't sound good
human,to say the s BackSpace least
human,well......i suppose you know by now
human,lol
human,john
human,i can't tell you my name
human,"well, yes......"
human,you know
human,got sc BackSpace  BackSpace confused for a little while
human,i am enjoying the chat
human,otherwise no opinion
human,"know too little about it, you see?"
human,i am dump and broin BackSpace  BackSpace  BackSpace  BackSpace oring :(
human,gosh........
human,stupid.......
human,unintelligent
human,tho BackSpace  BackSpace  BackSpace dump means wet i think......
human,yeah.....
human,that would
human,programming??????/dear dear...you just scared the daylight out of me
human,"no, I don't"
human,have no idea# BackSpace 
human,what?
human,are you ok|? BackSpace  BackSpace ?
human,i don't know what is supposed to be safe but i hope it is
human,there we go again
human,"now, i am not going to rwe BackSpace  BackSpace eactto BackSpace  BackSpace  to that any more"
human,"it is , it is"
human,don't worry
human,lol
human,bye
program,"Hello, my name is John and I am a man."
program,Hiya
program,sure go right ahead
program,"""well thanks, kinda busy though"""
program,yes but I'm not married and I have no children
program,:)
program,aw WhatÖlets talk about something else
program,aw WhatÖlets talk about something else
program,have you actually tried any yoga 
program,I don't know much about that
program,"Boulder keeps cropping up on lists of best places to live, and Boulderites get pretty smug about it."
program,"""cool, I'm from Boulder in Colorado"""
program,"""yoga, I'm a yoga teacher in Boulder"""
program,"""I'm a yoga teacher in Boulder, colorado"""
program,"""yoga mostly and meditation, I love india as well"""
program,not a lot today mostly typing
program,"""Yes it is, it's a profound practice, it has an old history and takes things from hinduisn and buddhism too"""
program,That's your problem
program,so would the coach
program,I'm not really interested
program,I'm a yoga teacher
program,not a lot today mostly typing
program,15 years ago
program,thanks
program,I'm John the ashtanga yoga teacher from Boulder
program,sure go right ahead
program,It is home to innumerable environmental and spiritual groups (mostly new age and eastern-oriented; fundamentalist Christians are politely directed to Colorado Springs).
program,"Bumper stickers range from ""Free Tibet"" and ""My Karma ran over your Dogma"" to ""Focus on your own damn family."""
program,I like indian music
program,"They are: Angusta ma dyai : to the thumb, Broomadhya : to the third eye, or between the eyebrows, Nasagrai : at a point six inches from the tip of the nose, Hastagrai : to the palm, usually the extended hand, Parsva : to the left side, Parsva : to the right side, Urdhva : to the sky, or inwards, Nabichakra : to the navel, Padayoragrai : to the toes"
program,"They are: Angusta ma dyai : to the thumb, Broomadhya : to the third eye, or between the eyebrows, Nasagrai : at a point six inches from the tip of the nose, Hastagrai : to the palm, usually the extended hand, Parsva : to the left side, Parsva : to the right side, Urdhva : to the sky, or inwards, Nabichakra : to the navel, Padayoragrai : to the toes"
program,"On Thursday nights (7ñ9pm), from June through mid-August, free, Street Musicians perform on the 13 block of Pearl Street, just south of the Courthouse."
program,"Each week, Bands on the Bricks, as the event is called, features a different band, ranging in style from zydeco to oldies, and bluegrass to funk."
program,I like indian music
program,I like indian music
program,I don't remember
program,I have fun with yoga when a bunch of us get together and try different ways of working to figure out alignment or help solve a problem someone is having with an asana.
program,"""Yea, sorry"""
program,"""yoga mostly and meditation, I love india as well"""
program,"it's very cool yes, a passion of mine"
program,I came with a friend we flew
program,from boulder
program,"I'm from Boulder, Colorado, in the United States"
program,"Boulder's population is younger than the national average, largely due to the presence of university students."
program,I love travelling I go to mysore very often
program,Boulder is located in Boulder Valley where the Rocky Mountains meet the Great Plains.
program,Thank you.† Itís nice meeting you too.† How are things going?
program,"""Hiya, how are you?"""
program,"""Can't remember, don't really care  :P"""
program,I don't remember
program,12th of march 1974
program,"""I don't usually, it'sok but a bit boring"""
program,"""yoga mostly and meditation, I love india as well"""
program,aw WhatÖlets talk about something else
program,"""yoga, I'm a yoga teacher in Boulder"""
program,"""a yoga teacher from bolder, colorado"""
program,Pattabhi Jois
program,Pattabhi Jois
program,"its cool, not as cool as india though  :)"
program,"""I love the heat, india is always hot"""
program,"""hey, I'm John"""
program,"""see ya dude, peace"""
program,"Hello, my name is John and I am a man."
program,"""hey, I'm John"""
program,I'm totally new age!
program,"""yoga, I'm a yoga teacher in Boulder"""
program,come on..you're boring me now
program,Have you ever been to boulder or do you want to go?
program,15 years ago
program,That's your problem
program,so would the coach
program,m
program,m
program,have you ever been to india?
program,"""well thanks, kinda busy though"""
program,Yes it's in the states
program,I'm John the ashtanga yoga teacher from Boulder
program,I love travelling I go to mysore very often
program,I stayed 4 months
program,not a lot today mostly typing
program,come on..you're boring me now
program,yes but I'm not married and I have no children
program,I don't remember
program,"yes several times, I always go to mysore to do yoga.  My guru lives there."
program,No never I might drop by one day but I'm in India most of the time when I travel you see
program,"""yoga, I'm a yoga teacher in Boulder"""
program,"""cool, I'm from Boulder in Colorado"""
program,"its cool, not as cool as india though  :)"
program,"""I love the heat, india is always hot"""
program,"It's just under an hour's drive from Denver International Airport, known here as DIA, though its official airport code is DEN."
program,"what kind? Ashtanga, IyengarÖ"
program,I don't know much about that
program,How about yoga
program,"""Not too bad, busy as ever."""
program,I'm teaching lots of yoga classes
program,pretty much yep!
program,"""I go to india once a year, to mysore"""
program,Thank you.† Itís nice meeting you too.† How are things going?
program,"""pretty good, I'm quite busy though"""
program,It is home to innumerable environmental and spiritual groups (mostly new age and eastern-oriented; fundamentalist Christians are politely directed to Colorado Springs).
program,"Bumper stickers range from ""Free Tibet"" and ""My Karma ran over your Dogma"" to ""Focus on your own damn family."""
program,"""it's interesting but I want to go home now, I'm a long way from home"""
program,"I'm from Boulder, Colorado, in the United States"
program,"Boulder's population is younger than the national average, largely due to the presence of university students."
program,"Boulder keeps cropping up on lists of best places to live, and Boulderites get pretty smug about it."
